TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
1673;20758000;0;1;20757999;81595799;81595799;81595799;81595799;81268434;83433591;60837800;60837800;60837800;60837800;60510435;62675592;1;1131001;19626999;80464799;77967423;77967423;77967423;78592541;83572505;60837800;58340424;58340424;58340424;58965542;63945506;2;5970001;14787999;75625799;58158451;58158451;58158451;57624404;59796515;60837800;43370452;43370452;43370452;42836405;45008516;3;11208001;9549999;70387799;42744987;42744987;42744987;43579844;47064142;60837800;33194988;33194988;33194988;34029845;37514143;4;16428001;4329999;65167799;23396509;23396509;23396509;22411686;21717962;60837800;19066510;19066510;19066510;18081687;17387963;5;19347001;1410999;62248799;13130237;13130237;13130237;12948877;22764802;60837800;11719238;11719238;11719238;11537878;21353803;6;20330001;427999;61265799;2307032;2307032;2307032;2464726;3204095;60837800;1879033;1879033;1879033;2036727;2776096
1674;257324000;0;1;257323999;81595799;81595799;81595799;81595799;81235985;79080878;175728200;175728200;175728200;175728200;176088014;178243121;1;1192001;256131999;80403799;77967423;77967423;77967423;79297858;70833098;175728200;178164576;178164576;178164576;176834141;185298901;2;9594001;247729999;72001799;58158451;58158451;58158451;59060905;45926155;175728200;189571548;189571548;189571548;188669094;201803844;3;14634001;242689999;66961799;42744987;42744987;42744987;40513459;49556665;175728200;199945012;199945012;199945012;202176540;193133334;4;249639001;7684999;0;23396509;23396509;23396509;22550829;20312742;7684999;15711510;15711510;15711510;14865830;12627743;5;254096001;3227999;0;13130237;13130237;13130237;12871136;12960042;3227999;9902238;9902238;9902238;9643137;9732043;6;256887001;436999;0;2307032;2307032;2307032;2325230;1871908;436999;1870033;1870033;1870033;1888231;1434909
1675;81389000;0;1;81388999;81595799;81595799;81595799;81595799;82450873;76543835;206800;206800;206800;206800;1061874;4845164;1;921001;80467999;80674799;77967423;77967423;77967423;74850429;79843545;206800;2500576;2500576;2500576;5617570;624454;2;8726001;72662999;72869799;58158451;58158451;58158451;58325094;56750658;206800;14504548;14504548;14504548;14337905;15912341;3;11979001;69409999;69616799;42744987;42744987;42744987;43727413;36793145;206800;26665012;26665012;26665012;25682586;32616854;4;17112001;64276999;64483799;23396509;23396509;23396509;22897002;21969528;206800;40880490;40880490;40880490;41379997;42307471;5;76930001;4458999;4665799;13130237;13130237;13130237;12311551;15516252;206800;8671238;8671238;8671238;7852552;11057253;6;80762001;626999;833799;2307032;2307032;2307032;2166438;1144775;206800;1680033;1680033;1680033;1539439;517776
1676;79859000;0;1;79858999;81595799;81595799;81595799;81595799;81737776;79554435;1736800;1736800;1736800;1736800;1878777;304564;1;645001;79213999;80950799;77967423;77967423;77967423;79943827;77787838;1736800;1246576;1246576;1246576;729828;1426161;2;8652001;71206999;72943799;58158451;58158451;58158451;58149105;62330932;1736800;13048548;13048548;13048548;13057894;8876067;3;11917001;67941999;69678799;42744987;42744987;42744987;44127733;35813748;1736800;25197012;25197012;25197012;23814266;32128251;4;17784001;62074999;63811799;23396509;23396509;23396509;24131796;21054888;1736800;38678490;38678490;38678490;37943203;41020111;5;76570001;3288999;5025799;13130237;13130237;13130237;13143236;12270192;1736800;9841238;9841238;9841238;9854237;8981193;6;79399001;459999;2196799;2307032;2307032;2307032;2311369;1902518;1736800;1847033;1847033;1847033;1851370;1442519
1677;18560000;0;1;18559999;81595799;81595799;81595799;81595799;82811164;88829631;63035800;63035800;63035800;63035800;64251165;70269632;1;1005001;17554999;80590799;77967423;77967423;77967423;77432417;80989885;63035800;60412424;60412424;60412424;59877418;63434886;2;4957001;13602999;76638799;58158451;58158451;58158451;59589571;63887075;63035800;44555452;44555452;44555452;45986572;50284076;3;9137001;9422999;72458799;42744987;42744987;42744987;44203142;45144078;63035800;33321988;33321988;33321988;34780143;35721079;4;14125001;4434999;67470799;23396509;23396509;23396509;23554667;24338122;63035800;18961510;18961510;18961510;19119668;19903123;5;15800001;2759999;65795799;13130237;13130237;13130237;13442908;10906932;63035800;10370238;10370238;10370238;10682909;8146933;6;18158001;401999;63437799;2307032;2307032;2307032;2439739;3052142;63035800;1905033;1905033;1905033;2037740;2650143
1678;73859000;0;1;73858999;81595799;81595799;81595799;81595799;81410514;82736525;7736800;7736800;7736800;7736800;7551515;8877526;1;567001;73291999;81028799;77967423;77967423;77967423;77899820;77571752;7736800;4675424;4675424;4675424;4607821;4279753;2;5636001;68222999;75959799;58158451;58158451;58158451;58909302;61698375;7736800;10064548;10064548;10064548;9313697;6524624;3;10240001;63618999;71355799;42744987;42744987;42744987;41006532;41540568;7736800;20874012;20874012;20874012;22612467;22078431;4;15461001;58397999;66134799;23396509;23396509;23396509;23868393;20826102;7736800;35001490;35001490;35001490;34529606;37571897;5;17357001;56501999;64238799;13130237;13130237;13130237;13030851;12663645;7736800;43371762;43371762;43371762;43471148;43838354;6;73280001;578999;8315799;2307032;2307032;2307032;2280142;2611832;7736800;1728033;1728033;1728033;1701143;2032833
1679;77282000;0;1;77281999;81595799;81595799;81595799;81595799;76818487;73997582;4313800;4313800;4313800;4313800;463512;3284417;1;1112001;76169999;80483799;77967423;77967423;77967423;76764273;83922855;4313800;1797424;1797424;1797424;594274;7752856;2;7159001;70122999;74436799;58158451;58158451;58158451;57775746;57608465;4313800;11964548;11964548;11964548;12347253;12514534;3;11345001;65936999;70250799;42744987;42744987;42744987;43866417;41353545;4313800;23192012;23192012;23192012;22070582;24583454;4;16585001;60696999;65010799;23396509;23396509;23396509;23424939;21632775;4313800;37300490;37300490;37300490;37272060;39064224;5;75079001;2202999;6516799;13130237;13130237;13130237;13380542;12739985;4313800;10927238;10927238;10927238;11177543;10536986;6;76773001;508999;4822799;2307032;2307032;2307032;2436828;1533408;4313800;1798033;1798033;1798033;1927829;1024409
1680;79698000;0;1;79697999;81595799;81595799;81595799;81595799;82682594;81214678;1897800;1897800;1897800;1897800;2984595;1516679;1;1166001;78531999;80429799;77967423;77967423;77967423;76274483;73843138;1897800;564576;564576;564576;2257516;4688861;2;7393001;72304999;74202799;58158451;58158451;58158451;57499835;62708555;1897800;14146548;14146548;14146548;14805164;9596444;3;12379001;67318999;69216799;42744987;42744987;42744987;43710239;44680182;1897800;24574012;24574012;24574012;23608760;22638817;4;74517001;5180999;7078799;23396509;23396509;23396509;23323990;25623942;1897800;18215510;18215510;18215510;18142991;20442943;5;77449001;2248999;4146799;13130237;13130237;13130237;13028093;9644118;1897800;10881238;10881238;10881238;10779094;7395119;6;79383001;314999;2212799;2307032;2307032;2307032;2471595;2473922;1897800;1992033;1992033;1992033;2156596;2158923
1681;72330000;0;1;72329999;81595799;81595799;81595799;81595799;84178845;76662488;9265800;9265800;9265800;9265800;11848846;4332489;1;789001;71540999;80806799;77967423;77967423;77967423;83482287;85436728;9265800;6426424;6426424;6426424;11941288;13895729;2;4551001;67778999;77044799;58158451;58158451;58158451;57397820;59342238;9265800;9620548;9620548;9620548;10381179;8436761;3;7769001;64560999;73826799;42744987;42744987;42744987;42713305;30796998;9265800;21816012;21816012;21816012;21847694;33764001;4;11988001;60341999;69607799;23396509;23396509;23396509;23326454;25351505;9265800;36945490;36945490;36945490;37015545;34990494;5;13900001;58429999;67695799;13130237;13130237;13130237;12510505;15924638;9265800;45299762;45299762;45299762;45919494;42505361;6;71941001;388999;9654799;2307032;2307032;2307032;2326373;1135935;9265800;1918033;1918033;1918033;1937374;746936
1682;80507000;0;1;80506999;81595799;81595799;81595799;81595799;82667855;78859001;1088800;1088800;1088800;1088800;2160856;1647998;1;990001;79516999;80605799;77967423;77967423;77967423;78558053;76657215;1088800;1549576;1549576;1549576;958946;2859784;2;3855001;76651999;77740799;58158451;58158451;58158451;56752161;58892858;1088800;18493548;18493548;18493548;19899838;17759141;3;8189001;72317999;73406799;42744987;42744987;42744987;41635684;44460545;1088800;29573012;29573012;29573012;30682315;27857454;4;13628001;66878999;67967799;23396509;23396509;23396509;22510482;24360492;1088800;43482490;43482490;43482490;44368517;42518507;5;72849001;7657999;8746799;13130237;13130237;13130237;13631404;11784558;1088800;5472238;5472238;5472238;5973405;4126559;6;79820001;686999;1775799;2307032;2307032;2307032;2325129;4572968;1088800;1620033;1620033;1620033;1638130;3885969
1683;76464000;0;1;76463999;81595799;81595799;81595799;81595799;78502839;84006738;5131800;5131800;5131800;5131800;2038840;7542739;1;1195001;75268999;80400799;77967423;77967423;77967423;77450844;77594915;5131800;2698424;2698424;2698424;2181845;2325916;2;6401001;70062999;75194799;58158451;58158451;58158451;60875522;60177785;5131800;11904548;11904548;11904548;9187477;9885214;3;11657001;64806999;69938799;42744987;42744987;42744987;43476365;43497545;5131800;22062012;22062012;22062012;21330634;21309454;4;72985001;3478999;8610799;23396509;23396509;23396509;22898934;20498285;5131800;19917510;19917510;19917510;19419935;17019286;5;74644001;1819999;6951799;13130237;13130237;13130237;13677292;15063492;5131800;11310238;11310238;11310238;11857293;13243493;6;76117001;346999;5478799;2307032;2307032;2307032;2340737;4543812;5131800;1960033;1960033;1960033;1993738;4196813
1684;74881000;0;1;74880999;81595799;81595799;81595799;81595799;76845375;75845611;6714800;6714800;6714800;6714800;1964376;964612;1;587001;74293999;81008799;77967423;77967423;77967423;78454615;82805085;6714800;3673424;3673424;3673424;4160616;8511086;2;2997001;71883999;78598799;58158451;58158451;58158451;58185199;61925085;6714800;13725548;13725548;13725548;13698800;9958914;3;6899001;67981999;74696799;42744987;42744987;42744987;42091173;48845262;6714800;25237012;25237012;25237012;25890826;19136737;4;11116001;63764999;70479799;23396509;23396509;23396509;22697536;23159985;6714800;40368490;40368490;40368490;41067463;40605014;5;70793001;4087999;10802799;13130237;13130237;13130237;14226994;13788908;6714800;9042238;9042238;9042238;10138995;9700909;6;74199001;681999;7396799;2307032;2307032;2307032;2124099;2821015;6714800;1625033;1625033;1625033;1442100;2139016
1685;249523000;0;1;249522999;81595799;81595799;81595799;81595799;78850084;77040545;167927200;167927200;167927200;167927200;170672915;172482454;1;1046001;248476999;80549799;77967423;77967423;77967423;76206673;80243351;167927200;170509576;170509576;170509576;172270326;168233648;2;6104001;243418999;75491799;58158451;58158451;58158451;55360475;62264492;167927200;185260548;185260548;185260548;188058524;181154507;3;10021001;239501999;71574799;42744987;42744987;42744987;44228667;51227618;167927200;196757012;196757012;196757012;195273332;188274381;4;15195001;234327999;66400799;23396509;23396509;23396509;23247774;21195918;167927200;210931490;210931490;210931490;211080225;213132081;5;246120001;3402999;0;13130237;13130237;13130237;12464031;15053412;3402999;9727238;9727238;9727238;9061032;11650413;6;249157001;365999;0;2307032;2307032;2307032;2116687;2083372;365999;1941033;1941033;1941033;1750688;1717373
1686;70861000;0;1;70860999;81595799;81595799;81595799;81595799;80063907;83984578;10734800;10734800;10734800;10734800;9202908;13123579;1;678001;70182999;80917799;77967423;77967423;77967423;79771411;75694488;10734800;7784424;7784424;7784424;9588412;5511489;2;1428001;69432999;80167799;58158451;58158451;58158451;56915794;61483928;10734800;11274548;11274548;11274548;12517205;7949071;3;5095001;65765999;76500799;42744987;42744987;42744987;42439796;51170518;10734800;23021012;23021012;23021012;23326203;14595481;4;9770001;61090999;71825799;23396509;23396509;23396509;24061206;25116588;10734800;37694490;37694490;37694490;37029793;35974411;5;68525001;2335999;13070799;13130237;13130237;13130237;11542000;9188695;10734800;10794238;10794238;10794238;9206001;6852696;6;70544001;316999;11051799;2307032;2307032;2307032;2122348;3041002;10734800;1990033;1990033;1990033;1805349;2724003
1687;74386000;0;1;74385999;81595799;81595799;81595799;81595799;80006571;74208225;7209800;7209800;7209800;7209800;5620572;177774;1;788001;73597999;80807799;77967423;77967423;77967423;77917886;77090888;7209800;4369424;4369424;4369424;4319887;3492889;2;3611001;70774999;77984799;58158451;58158451;58158451;57846863;60245695;7209800;12616548;12616548;12616548;12928136;10529304;3;7648001;66737999;73947799;42744987;42744987;42744987;43382861;42524495;7209800;23993012;23993012;23993012;23355138;24213504;4;69620001;4765999;11975799;23396509;23396509;23396509;23377592;22128965;7209800;18630510;18630510;18630510;18611593;17362966;5;72014001;2371999;9581799;13130237;13130237;13130237;13212351;11674692;7209800;10758238;10758238;10758238;10840352;9302693;6;73842001;543999;7753799;2307032;2307032;2307032;2339952;2607935;7209800;1763033;1763033;1763033;1795953;2063936
1688;79028000;0;1;79027999;81595799;81595799;81595799;81595799;82302421;82062305;2567800;2567800;2567800;2567800;3274422;3034306;1;965001;78062999;80630799;77967423;77967423;77967423;78350032;78357398;2567800;95576;95576;95576;287033;294399;2;7429001;71598999;74166799;58158451;58158451;58158451;57155817;66610332;2567800;13440548;13440548;13440548;14443182;4988667;3;67957001;11070999;13638799;42744987;42744987;42744987;45170211;46916818;2567800;31673988;31673988;31673988;34099212;35845819;4;72372001;6655999;9223799;23396509;23396509;23396509;22387329;26061462;2567800;16740510;16740510;16740510;15731330;19405463;5;74567001;4460999;7028799;13130237;13130237;13130237;13752164;10578868;2567800;8669238;8669238;8669238;9291165;6117869;6;78480001;547999;3115799;2307032;2307032;2307032;2558069;947982;2567800;1759033;1759033;1759033;2010070;399983
1689;78585000;0;1;78584999;81595799;81595799;81595799;81595799;82478123;82501918;3010800;3010800;3010800;3010800;3893124;3916919;1;673001;77911999;80922799;77967423;77967423;77967423;79204539;75720878;3010800;55424;55424;55424;1292540;2191121;2;6580001;72004999;75015799;58158451;58158451;58158451;59747540;57479415;3010800;13846548;13846548;13846548;12257459;14525584;3;66385001;12199999;15210799;42744987;42744987;42744987;42936070;42697225;3010800;30544988;30544988;30544988;30736071;30497226;4;71684001;6900999;9911799;23396509;23396509;23396509;22323942;24071658;3010800;16495510;16495510;16495510;15422943;17170659;5;74929001;3655999;6666799;13130237;13130237;13130237;13379639;20528395;3010800;9474238;9474238;9474238;9723640;16872396;6;77763001;821999;3832799;2307032;2307032;2307032;2386760;1689368;3010800;1485033;1485033;1485033;1564761;867369
1690;85636000;0;1;85635999;81595799;81595799;81595799;81595799;83318449;83998791;4040200;4040200;4040200;4040200;2317550;1637208;1;1186001;84449999;80409799;77967423;77967423;77967423;79921530;69086548;4040200;6482576;6482576;6482576;4528469;15363451;2;71050001;14585999;10545799;58158451;58158451;58158451;59658644;58610782;4040200;43572452;43572452;43572452;45072645;44024783;3;75971001;9664999;5624799;42744987;42744987;42744987;44343262;37626362;4040200;33079988;33079988;33079988;34678263;27961363;4;80879001;4756999;716799;23396509;23396509;23396509;24483753;26227032;4040200;18639510;18639510;18639510;19726754;21470033;5;84080001;1555999;0;13130237;13130237;13130237;13810675;11552722;1555999;11574238;11574238;11574238;12254676;9996723;6;85146001;489999;0;2307032;2307032;2307032;2488174;1333552;489999;1817033;1817033;1817033;1998175;843553
1691;74495000;0;1;74494999;81595799;81595799;81595799;81595799;79415371;76723238;7100800;7100800;7100800;7100800;4920372;2228239;1;1139001;73355999;80456799;77967423;77967423;77967423;79218897;68949195;7100800;4611424;4611424;4611424;5862898;4406804;2;6663001;67831999;74932799;58158451;58158451;58158451;59559687;53417722;7100800;9673548;9673548;9673548;8272312;14414277;3;65869001;8625999;15726799;42744987;42744987;42744987;42911701;50542715;7100800;34118988;34118988;34118988;34285702;41916716;4;70964001;3530999;10631799;23396509;23396509;23396509;22129609;19348338;7100800;19865510;19865510;19865510;18598610;15817339;5;72533001;1961999;9062799;13130237;13130237;13130237;11817118;14043332;7100800;11168238;11168238;11168238;9855119;12081333;6;74183001;311999;7412799;2307032;2307032;2307032;2175043;963788;7100800;1995033;1995033;1995033;1863044;651789
1692;77334000;0;1;77333999;81595799;81595799;81595799;81595799;80622088;85580611;4261800;4261800;4261800;4261800;3288089;8246612;1;827001;76506999;80768799;77967423;77967423;77967423;78234207;83022208;4261800;1460424;1460424;1460424;1727208;6515209;2;62296001;15037999;19299799;58158451;58158451;58158451;57716322;59591322;4261800;43120452;43120452;43120452;42678323;44553323;3;67618001;9715999;13977799;42744987;42744987;42744987;41640035;42633345;4261800;33028988;33028988;33028988;31924036;32917346;4;72693001;4640999;8902799;23396509;23396509;23396509;22114157;32666638;4261800;18755510;18755510;18755510;17473158;28025639;5;74953001;2380999;6642799;13130237;13130237;13130237;12967196;14247968;4261800;10749238;10749238;10749238;10586197;11866969;6;77003001;330999;4592799;2307032;2307032;2307032;2252405;2311528;4261800;1976033;1976033;1976033;1921406;1980529
